Лицей №32, 35, улица Кирова, Верхний посад, Вологда, городской округ Вологда, Вологодская область, Северо-Западный федеральный округ, 160000, РФ;59.21703645  39.8736979323347
Детский музыкальный театр, 42, Советский проспект, Нижний посад, Вологда, городской округ Вологда, Вологодская область, Северо-Западный федеральный округ, 160000, РФ;59.2147164  39.8989427975175
